name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line
Vanilla Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Ruby Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Matcha Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Mint Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Lemon Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Salted Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Ruby Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Caramel Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Rainbow Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Gigantamax Alcremie,869,105,70,85,130,141,64,595,Fairy,,Misty Surge,Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
Falinks,870,65,100,100,70,60,75,470,Fighting,,"Battle Armor, Defiant",Dauntless Shield,Falinks
Pincurchin,871,48,101,95,91,85,15,435,Electric,,"Lightning Rod, Electric Surge",Electromorphosis,Pincurchin
Snom,872,30,25,35,45,30,20,185,Ice,Bug,"Shield Dust, Ice Scales",Snow Warning,"Snom, Frosmoth"
Frosmoth,873,70,65,60,125,90,65,475,Ice,Bug,"Shield Dust, Ice Scales",Snow Warning,"Snom, Frosmoth"
Stonjourner,874,100,125,135,20,20,70,470,Rock,,Power Spot,Sturdy,Stonjourner
Eiscue,875,75,80,110,65,90,50,470,Ice,,Ice Face,Ice Scales,"Eiscue, No Ice Eiscue"
No Ice Eiscue,875,75,80,70,65,50,130,470,Ice,,Ice Face,Ice Scales,"Eiscue, No Ice Eiscue"
Male Indeedee,876,60,65,55,105,95,95,475,Psychic,Normal,"Inner Focus, Synchronize, Psychic Surge",Hospitality,"Male Indeedee, Female Indeedee"
Female Indeedee,876,70,55,65,95,105,85,475,Psychic,Normal,"Own Tempo, Synchronize, Psychic Surge",Friend Guard,"Male Indeedee, Female Indeedee"
Full Belly Morpeko,877,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,Moody,"Full Belly Morpeko, Hangry Morpeko"
Hangry Morpeko,877,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,Moody,"Full Belly Morpeko, Hangry Morpeko"
Cufant,878,72,80,49,40,49,40,330,Steel,,"Sheer Force, Heavy Metal",Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah"
Copperajah,879,122,130,69,80,69,30,500,Steel,,"Sheer Force, Heavy Metal",Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah"
Gigantamax Copperajah,879,177,155,79,90,79,20,600,Steel,Ground,Mold Breaker,Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah"
Dracozolt,880,90,100,90,80,70,75,505,Electric,Dragon,"Volt Absorb, Hustle, Sand Rush",No Guard,Dracozolt
Arctozolt,881,90,100,90,90,80,55,505,Electric,Ice,"Volt Absorb, Static, Slush Rush",Water Absorb,Arctozolt
Dracovish,882,90,90,100,70,80,75,505,Water,Dragon,"Water Absorb, Strong Jaw, Sand Rush",Mold Breaker,Dracovish
Arctovish,883,90,90,100,80,90,55,505,Water,Ice,"Water Absorb, Ice Body, Slush Rush",Strong Jaw,Arctovish
Duraludon,884,70,95,115,120,50,85,535,Steel,Dragon,"Light Metal, Heavy Metal, Stalwart",Filter,"Duraludon, Gigantamax Duraludon, Archaludon"
Gigantamax Duraludon,884,100,120,110,160,85,60,635,Steel,Dragon,Analytic,Filter,"Duraludon, Gigantamax Duraludon, Archaludon"
Dreepy,885,28,60,30,40,30,82,270,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Technician,"Dreepy, Drakloak, Dragapult"
Drakloak,886,68,80,50,60,50,102,410,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Parental Bond,"Dreepy, Drakloak, Dragapult"
Dragapult,887,88,120,75,100,75,142,600,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Parental Bond,"Dreepy, Drakloak, Dragapult"
Zacian,888,92,120,115,80,115,138,660,Fairy,,Intrepid Sword,Unnerve,"Zacian, Crowned Zacian"
Crowned Zacian,888,92,150,115,80,115,148,700,Fairy,Steel,Intrepid Sword,Unnerve,"Zacian, Crowned Zacian"
Zamazenta,889,92,120,115,80,115,138,660,Fighting,,Dauntless Shield,Unnerve,"Zamazenta, Crowned Zamazenta"
Crowned Zamazenta,889,92,120,140,80,140,128,700,Fighting,Steel,Dauntless Shield,Unnerve,"Zamazenta, Crowned Zamazenta"
Eternatus,890,140,85,95,145,95,130,690,Poison,Dragon,Pressure,Neutralizing Gas,"Eternatus, Eternamax Eternatus"
Eternamax Eternatus,890,255,115,250,125,250,130,1125,Poison,Dragon,Pressure,Neutralizing Gas,"Eternatus, Eternamax Eternatus"
Kubfu,891,60,90,60,53,50,72,385,Fighting,,Inner Focus,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Urshifu, Gigantamax Rapid Urshifu"
Single Strike Urshifu,892,100,130,100,63,60,97,550,Fighting,Dark,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Urshifu, Gigantamax Rapid Urshifu"
Rapid Strike Urshifu,892,100,130,100,63,60,97,550,Fighting,Water,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Urshifu, Gigantamax Rapid Urshifu"
Gigantamax Single Urshifu,892,120,150,115,83,75,107,650,Fighting,Dark,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Urshifu, Gigantamax Rapid Urshifu"
Gigantamax Rapid Urshifu,892,120,150,115,83,75,107,650,Fighting,Water,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Urshifu, Gigantamax Rapid Urshifu"
Zarude,893,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard,Tough Claws,"Zarude, Dada Zarude"
Dada Zarude,893,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard,Tough Claws,"Zarude, Dada Zarude"
Regieleki,894,80,100,50,100,50,200,580,Electric,,Transistor,Electric Surge,Regieleki
Regidrago,895,200,100,50,100,50,80,580,Dragon,,Dragons Maw,Multiscale,Regidrago
Glastrier,896,100,145,130,65,110,30,580,Ice,,Chilling Neigh,Filter,Glastrier
Spectrier,897,100,65,60,145,80,130,580,Ghost,,Grim Neigh,Dazzling,Spectrier
Calyrex,898,100,80,80,80,80,80,500,Psychic,Grass,Unnerve,Harvest,"Calyrex, Ice Calyrex, Shadow Calyrex"
Ice Calyrex,898,100,165,150,85,130,50,680,Psychic,Ice,As One Glastrier,Filter,"Calyrex, Ice Calyrex, Shadow Calyrex"
Shadow Calyrex,898,100,85,80,165,100,150,680,Psychic,Ghost,As One Spectrier,Dazzling,"Calyrex, Ice Calyrex, Shadow Calyrex"
Wyrdeer,899,103,105,72,105,75,65,525,Normal,Psychic,"Intimidate, Frisk, Sap Sipper",Speed Boost,"Stantler, Wyrdeer"
Kleavor,900,70,135,95,45,70,85,500,Bug,Rock,"Swarm, Sheer Force, Sharpness",Weak Armor,"Scyther, Scizor, Mega Scizor, Kleavor"
Ursaluna,901,130,140,105,45,80,50,550,Ground,Normal,"Guts, Bulletproof, Unnerve",Thick Fat,"Teddiursa, Ursaring, Ursaluna"
Male Basculegion,902,120,112,65,80,75,78,530,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Supreme Overlord,"Red Striped Basculin, Blue Striped Basculin, White Striped Basculin, Male Basculegion, Female Basculegion"
Female Basculegion,902,120,92,65,100,75,78,530,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Supreme Overlord,"Red Striped Basculin, Blue Striped Basculin, White Striped Basculin, Male Basculegion, Female Basculegion"
Sneasler,903,80,130,60,40,80,120,510,Fighting,Poison,"Pressure, Unburden, Poison Touch",Scrappy,"Sneasler, Hisui Sneasel"
Overqwil,904,85,115,95,65,65,85,510,Dark,Poison,"Poison Point, Swift Swim, Intimidate",Merciless,"Overqwil, Hisui Qwilfish"
Incarnate Enamorus,905,74,115,70,135,80,106,580,Fairy,Flying,"Cute Charm, Contrary",Fairy Aura,"Incarnate Enamorus, Therian Enamorus"
Therian Enamorus,905,74,115,110,135,100,46,580,Fairy,Flying,Overcoat,Fairy Aura,"Incarnate Enamorus, Therian Enamorus"
Sprigatito,906,40,61,54,45,45,65,310,Grass,,"Overgrow, Protean",Pickup,"Sprigatito, Floragato, Meowscarada"
Floragato,907,61,80,63,60,63,83,410,Grass,,"Overgrow, Protean",Magician,"Sprigatito, Floragato, Meowscarada"
Meowscarada,908,76,110,70,81,70,123,530,Grass,Dark,"Overgrow, Protean",Magician,"Sprigatito, Floragato, Meowscarada"
Fuecoco,909,67,45,59,63,40,36,310,Fire,,"Blaze, Unaware",Gluttony,"Fuecoco, Crocalor, Skeledirge"
Crocalor,910,81,55,78,90,58,49,411,Fire,,"Blaze, Unaware",Punk Rock,"Fuecoco, Crocalor, Skeledirge"
Skeledirge,911,104,75,100,110,75,66,530,Fire,Ghost,"Blaze, Unaware",Punk Rock,"Fuecoco, Crocalor, Skeledirge"
Quaxly,912,55,65,45,50,45,50,310,Water,,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval"
Quaxwell,913,70,85,65,65,60,65,410,Water,,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval"
Quaquaval,914,85,120,80,85,75,85,530,Water,Fighting,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval"
Lechonk,915,54,45,40,35,45,35,254,Normal,,"Aroma Veil, Gluttony, Thick Fat",Simple,"Lechonk, Male Oinkologne, Female Oinkologne"
Male Oinkologne,916,110,100,75,59,80,65,489,Normal,,"Lingering Aroma, Gluttony, Thick Fat",Simple,"Lechonk, Male Oinkologne, Female Oinkologne"
Female Oinkologne,916,115,90,70,59,90,65,489,Normal,,"Aroma Veil, Gluttony, Thick Fat",Simple,"Lechonk, Male Oinkologne, Female Oinkologne"
Tarountula,917,35,41,45,29,40,20,210,Bug,,"Insomnia, Stakeout",Honey Gather,"Tarountula, Spidops"
Spidops,918,60,79,92,52,86,35,404,Bug,,"Insomnia, Stakeout",Honey Gather,"Tarountula, Spidops"
Nymble,919,33,46,40,21,25,45,210,Bug,,"Swarm, Tinted Lens",Technician,"Nymble, Lokix"
Lokix,920,71,102,78,52,55,92,450,Bug,Dark,"Swarm, Tinted Lens",Guts,"Nymble, Lokix"
Pawmi,921,45,50,20,40,25,60,240,Electric,,"Static, Natural Cure, Iron Fist",Transistor,"Pawmi, Pawmo, Pawmot"
Pawmo,922,60,75,40,50,40,85,350,Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",Transistor,"Pawmi, Pawmo, Pawmot"
Pawmot,923,70,115,70,70,60,105,490,Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",Transistor,"Pawmi, Pawmo, Pawmot"
Tandemaus,924,50,50,45,40,45,75,305,Normal,,"Run Away, Pickup, Own Tempo",Friend Guard,"Tandemaus, Four Maushold, Three Maushold"
Four Maushold,925,74,75,70,65,75,111,470,Normal,,"Friend Guard, Cheek Pouch, Technician",Scrappy,"Tandemaus, Four Maushold, Three Maushold"
Three Maushold,925,74,75,70,65,75,111,470,Normal,,"Friend Guard, Cheek Pouch, Technician",Scrappy,"Tandemaus, Four Maushold, Three Maushold"
Fidough,926,37,55,70,30,55,65,312,Fairy,,"Own Tempo, Klutz",Water Absorb,"Fidough, Dachsbun"
Dachsbun,927,57,80,115,50,80,95,477,Fairy,,"Well Baked Body, Aroma Veil",Water Absorb,"Fidough, Dachsbun"
Smoliv,928,41,35,45,58,51,30,260,Grass,Normal,"Early Bird, Harvest",Ripen,"Smoliv, Dolliv, Arboliva"
Dolliv,929,52,53,60,78,78,33,354,Grass,Normal,"Early Bird, Harvest",Ripen,"Smoliv, Dolliv, Arboliva"
Arboliva,930,78,69,90,125,109,39,510,Grass,Normal,"Seed Sower, Harvest",Ripen,"Smoliv, Dolliv, Arboliva"
Green Plumage Squawkabilly,931,82,96,51,45,51,92,417,Normal,Flying,"Intimidate, Hustle, Guts",Moxie,"Green Plumage Squawkabilly, Blue Plumage Squawkabilly, Yellow Plumage Squawkabilly, White Plumage Squawkabilly"
Blue Plumage Squawkabilly,931,82,96,51,45,51,92,417,Normal,Flying,"Intimidate, Hustle, Guts",Moxie,"Green Plumage Squawkabilly, Blue Plumage Squawkabilly, Yellow Plumage Squawkabilly, White Plumage Squawkabilly"
Yellow Plumage Squawkabilly,931,82,96,51,45,51,92,417,Normal,Flying,"Intimidate, Hustle, Sheer Force",Moxie,"Green Plumage Squawkabilly, Blue Plumage Squawkabilly, Yellow Plumage Squawkabilly, White Plumage Squawkabilly"
White Plumage Squawkabilly,931,82,96,51,45,51,92,417,Normal,Flying,"Intimidate, Hustle, Sheer Force",Moxie,"Green Plumage Squawkabilly, Blue Plumage Squawkabilly, Yellow Plumage Squawkabilly, White Plumage Squawkabilly"
Nacli,932,55,55,75,35,35,25,280,Rock,,"Purifying Salt, Sturdy, Clear Body",Solid Rock,"Nacli, Naclstack, Garganacl"
Naclstack,933,60,60,100,35,65,35,355,Rock,,"Purifying Salt, Sturdy, Clear Body",Solid Rock,"Nacli, Naclstack, Garganacl"
Garganacl,934,100,100,130,45,90,35,500,Rock,,"Purifying Salt, Sturdy, Clear Body",Solid Rock,"Nacli, Naclstack, Garganacl"
Charcadet,935,40,50,40,50,40,35,255,Fire,,"Flash Fire, Flame Body",Battle Armor,"Charcadet, Armarouge, Ceruledge"
Armarouge,936,85,60,100,125,80,75,525,Fire,Psychic,"Flash Fire, Weak Armor",Prism Armor,"Charcadet, Armarouge, Ceruledge"
Ceruledge,937,75,125,80,60,100,85,525,Fire,Ghost,"Flash Fire, Weak Armor",Prism Armor,"Charcadet, Armarouge, Ceruledge"
Tadbulb,938,61,31,41,59,35,45,272,Electric,,"Own Tempo, Static, Damp",Levitate,"Tadbulb, Bellibolt"
Bellibolt,939,109,64,91,103,83,45,495,Electric,,"Electromorphosis, Static, Damp",Stamina,"Tadbulb, Bellibolt"
Wattrel,940,40,40,35,55,40,70,280,Electric,Flying,"Wind Power, Volt Absorb, Competitive",Sheer Force,"Wattrel, Kilowattrel"
Kilowattrel,941,70,70,60,105,60,125,490,Electric,Flying,"Wind Power, Volt Absorb, Competitive",Sheer Force,"Wattrel, Kilowattrel"
Maschiff,942,60,78,60,40,51,51,340,Dark,,"Intimidate, Run Away, Stakeout",Strong Jaw,"Maschiff, Mabosstiff"
Mabosstiff,943,80,120,90,60,70,85,505,Dark,,"Intimidate, Guard Dog, Stakeout",Strong Jaw,"Maschiff, Mabosstiff"
Shroodle,944,40,65,35,40,35,75,290,Poison,Normal,"Unburden, Pickpocket, Prankster",Corrosion,"Shroodle, Grafaiai"
Grafaiai,945,63,95,65,80,72,110,485,Poison,Normal,"Unburden, Poison Touch, Prankster",Corrosion,"Shroodle, Grafaiai"
Bramblin,946,40,65,30,45,35,60,275,Grass,Ghost,"Wind Rider, Infiltrator",Wandering Spirit,"Bramblin, Brambleghast"
Brambleghast,947,55,115,70,80,70,90,480,Grass,Ghost,"Wind Rider, Infiltrator",Shadow Shield,"Bramblin, Brambleghast"
Toedscool,948,40,40,35,50,100,70,335,Ground,Grass,Mycelium Might,Run Away,"Toedscool, Toedscruel"
Toedscruel,949,80,70,65,80,120,100,515,Ground,Grass,Mycelium Might,Prankster,"Toedscool, Toedscruel"
Klawf,950,70,100,115,35,55,75,450,Rock,,"Anger Shell, Shell Armor, Regenerator",Water Absorb,Klawf
Capsakid,951,50,62,40,62,40,50,304,Grass,,"Chlorophyll, Insomnia, Klutz",Flower Gift,"Capsakid, Scovillain"
Scovillain,952,65,108,65,108,65,75,486,Grass,Fire,"Chlorophyll, Insomnia, Moody",Parental Bond,"Capsakid, Scovillain"
Rellor,953,41,50,60,31,58,30,270,Bug,,"Compound Eyes, Shed Skin",Prankster,"Rellor, Rabsca"
Rabsca,954,75,50,85,115,100,45,470,Bug,Psychic,"Synchronize, Telepathy",Prankster,"Rellor, Rabsca"
Flittle,955,30,35,30,55,30,75,255,Psychic,,"Anticipation, Frisk, Speed Boost",Dazzling,"Flittle, Espathra"
Espathra,956,95,60,60,101,60,105,481,Psychic,,"Opportunist, Frisk, Speed Boost",Dazzling,"Flittle, Espathra"
Tinkatink,957,50,45,45,35,64,58,297,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Steelworker,"Tinkatink, Tinkatuff, Tinkaton"
Tinkatuff,958,65,55,55,45,82,78,380,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Steelworker,"Tinkatink, Tinkatuff, Tinkaton"
Tinkaton,959,85,75,77,70,105,94,506,Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Steelworker,"Tinkatink, Tinkatuff, Tinkaton"
Wiglett,960,10,55,25,35,25,95,245,Water,,"Gooey, Rattled, Sand Veil",Sturdy,"Wiglett, Wugtrio"
Wugtrio,961,35,100,50,50,70,120,425,Water,,"Gooey, Rattled, Sand Veil",Sturdy,"Wiglett, Wugtrio"
Bombirdier,962,70,103,85,60,85,82,485,Flying,Dark,"Big Pecks, Keen Eye, Rocky Payload",Unburden,Bombirdier
Finizen,963,70,45,40,45,40,75,315,Water,,Water Veil,Friend Guard,"Finizen, Zero Palafin, Hero Palafin"
Zero Palafin,964,100,70,72,53,62,100,457,Water,,Zero To Hero,Emergency Exit,"Finizen, Zero Palafin, Hero Palafin"
Hero Palafin,964,100,160,97,106,87,100,650,Water,,Zero To Hero,Iron Fist,"Finizen, Zero Palafin, Hero Palafin"
Varoom,965,45,70,63,30,45,47,300,Steel,Poison,"Overcoat, Slow Start",Levitate,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Revavroom,966,80,119,90,54,67,90,500,Steel,Poison,"Overcoat, Filter",Levitate,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Segin Starmobile Revavroom,966,80,129,120,69,97,85,580,Steel,Dark,Overcoat,Intimidate,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Schedar Starmobile Revavroom,966,80,129,120,69,97,85,580,Steel,Fire,Overcoat,Speed Boost,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Navi Starmobile Revavroom,966,80,129,120,69,97,85,580,Steel,Poison,Overcoat,Toxic Debris,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Ruchbah Starmobile Revavroom,966,80,129,120,69,97,85,580,Steel,Fairy,Overcoat,Misty Surge,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Caph Starmobile Revavroom,966,80,129,120,69,97,85,580,Steel,Fighting,Overcoat,Stamina,"Varoom, Revavroom, Segin Starmobile Revavroom, Schedar Starmobile Revavroom, Navi Starmobile Revavroom, Ruchbah Starmobile Revavroom, Caph Starmobile Revavroom"
Cyclizar,967,70,95,65,85,65,121,501,Dragon,Normal,"Shed Skin, Regenerator",Protean,Cyclizar
Orthworm,968,70,85,145,60,55,65,480,Steel,,"Earth Eater, Sand Veil",Regenerator,Orthworm
Glimmet,969,48,35,42,105,60,60,350,Rock,Poison,"Toxic Debris, Corrosion",Sturdy,"Glimmet, Glimmora"
Glimmora,970,83,55,90,130,81,86,525,Rock,Poison,"Toxic Debris, Corrosion",Tera Shell,"Glimmet, Glimmora"
Greavard,971,50,61,60,30,55,34,290,Ghost,,"Pickup, Fluffy",Unaware,"Greavard, Houndstone"
Houndstone,972,72,101,100,50,97,68,488,Ghost,,"Sand Rush, Fluffy",Unaware,"Greavard, Houndstone"
Flamigo,973,82,115,74,75,64,90,500,Flying,Fighting,"Scrappy, Tangled Feet, Costar",Moxie,Flamigo
Cetoddle,974,108,68,45,30,40,43,334,Ice,,"Thick Fat, Snow Cloak, Sheer Force",Refrigerate,"Cetoddle, Cetitan"
Cetitan,975,170,113,65,45,55,73,521,Ice,,"Thick Fat, Slush Rush, Sheer Force",Refrigerate,"Cetoddle, Cetitan"
Veluza,976,90,102,73,78,65,70,478,Water,Psychic,"Mold Breaker, Sharpness",Super Luck,Veluza
Dondozo,977,150,100,115,65,65,35,530,Water,,"Unaware, Oblivious, Water Veil",Dragons Maw,Dondozo
Curly Tatsugiri,978,68,50,60,120,95,82,475,Dragon,Water,"Commander, Storm Drain",Fluffy,"Curly Tatsugiri, Droopy Tatsugiri, Stretchy Tatsugiri"
Droopy Tatsugiri,978,68,50,60,120,95,82,475,Dragon,Water,"Commander, Storm Drain",Fluffy,"Curly Tatsugiri, Droopy Tatsugiri, Stretchy Tatsugiri"
Stretchy Tatsugiri,978,68,50,60,120,95,82,475,Dragon,Water,"Commander, Storm Drain",Fluffy,"Curly Tatsugiri, Droopy Tatsugiri, Stretchy Tatsugiri"
Annihilape,979,110,115,80,50,90,90,535,Fighting,Ghost,"Vital Spirit, Inner Focus, Defiant",Iron Fist,"Mankey, Primeape, Annihilape"
Clodsire,980,130,75,60,45,100,20,430,Poison,Ground,"Poison Point, Water Absorb, Unaware",Thick Fat,"Clodsire, Paldea Wooper"
Farigiraf,981,120,90,70,110,70,60,520,Normal,Psychic,"Cud Chew, Armor Tail, Sap Sipper",Parental Bond,"Girafarig, Farigiraf"
Two Segment Dudunsparce,982,125,100,80,85,75,55,520,Normal,,"Serene Grace, Run Away, Rattled",Unaware,"Dunsparce, Two Segment Dudunsparce, Three Segment Dudunsparce"
